TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
161,CUST9564,ACC54589,Credit,Transfer,Home Loan,Firm D,Central,Manager 2,05-02-2024,108673.839,108556.5204,1.082311782,823,178
157,CUST4595,ACC92558,Credit,Deposit,Credit Card,Firm C,Central,Manager 4,21-06-2024,100732.7463,18858.95217,0.558494749,623,18
119,CUST6525,ACC92558,Loan,Transfer,Home Loan,Firm B,West,Manager 4,07-11-2023,76553.67701,102730.2385,0.556179333,787,79
182,CUST7793,ACC33287,Savings,Deposit,Credit Card,Firm E,Central,Manager 1,11-05-2023,58425.29306,57078.18526,0.724949299,588,88
175,CUST3315,ACC45101,Credit,Payment,Personal Loan,Firm C,Central,Manager 3,08-06-2024,27244.1007,61320.51541,0.784786789,556,101
171,CUST1114,ACC92104,Savings,Transfer,Home Loan,Firm E,East,Manager 2,19-11-2023,99041.16975,52793.79985,0.198269961,676,125
160,CUST5174,ACC78089,Current,Transfer,Savings Account,Firm A,East,Manager 4,15-05-2023,11757.62717,72335.4657,0.047367968,312,47
120,CUST7933,ACC83581,Savings,Withdrawal,Credit Card,Firm B,South,Manager 3,06-07-2023,46931.84945,57841.42993,0.565459574,328,110
169,CUST2188,ACC40939,Loan,Payment,Mutual Fund,Firm C,Central,Manager 2,12-03-2024,-29124.62485,70433.48821,0.695775875,594,141
103,CUST8772,ACC10996,Current,Deposit,Credit Card,Firm D,South,Manager 2,17-01-2023,42376.42362,67044.55433,0.656050174,818,203
104,CUST8529,ACC82298,Current,Withdrawal,Mutual Fund,Firm D,North,Manager 1,06-08-2023,38960.94662,76151.69229,0.413095906,458,206
24,CUST2694,ACC34821,Loan,Withdrawal,Savings Account,Firm B,Central,Manager 1,23-02-2023,84408.32967,40179.31167,0.379601971,790,225
19,CUST1888,ACC83581,Loan,Transfer,Home Loan,Firm B,Central,Manager 3,26-05-2023,22950.64668,100288.1344,0.406079279,504,106
117,CUST5609,ACC43309,Loan,Withdrawal,Savings Account,Firm D,East,Manager 4,11-09-2023,7674.262152,114037.8571,0.350256565,478,16
31,CUST8250,ACC49140,Loan,Withdrawal,Home Loan,Firm C,East,Manager 4,21-04-2024,76299.49279,45078.66632,0.320992021,316,161
3,CUST3762,ACC77773,Credit,Deposit,Savings Account,Firm D,West,Manager 2,17-02-2024,92609.55081,71983.20068,0.422500311,736,44
113,CUST5320,ACC24880,Current,Payment,Mutual Fund,Firm E,South,Manager 4,16-03-2023,67871.62572,54299.83477,0.246988396,835,69
77,CUST2349,ACC19178,Credit,Withdrawal,Savings Account,Firm D,West,Manager 3,01-07-2023,56754.70378,50016.32058,0.83968785,332,48
142,CUST1569,ACC29646,Loan,Withdrawal,Home Loan,Firm E,West,Manager 1,15-04-2024,54297.76613,19790.47971,0.727681236,688,210
36,CUST8091,ACC24070,Loan,Deposit,Savings Account,Firm C,North,Manager 1,19-07-2023,17475.74958,88914.74135,0.424062254,789,127
18,CUST2443,ACC60432,Credit,Transfer,Credit Card,Firm D,West,Manager 1,06-08-2023,30302.69216,63232.42005,0.718390579,465,17
61,CUST5545,ACC42710,Loan,Payment,Savings Account,Firm D,East,Manager 2,10-12-2023,31910.05636,46011.58187,0.46037769,601,220
110,CUST7395,ACC30146,Current,Transfer,Home Loan,Firm C,South,Manager 1,02-05-2024,49376.282,43079.31736,1.072391242,721,171
125,CUST5558,ACC75675,Current,Withdrawal,Home Loan,Firm C,East,Manager 1,06-01-2023,12468.87082,104405.4696,0.41399096,561,37
176,CUST8279,ACC11837,Credit,Transfer,Savings Account,Firm E,South,Manager 2,22-05-2024,46855.56943,33699.34953,0.00410499,714,12
59,CUST4855,ACC19156,Credit,Payment,Personal Loan,Firm B,North,Manager 3,26-10-2023,56937.62473,-9649.97598,0.310959726,688,11
6,CUST1376,ACC69323,Loan,Withdrawal,Mutual Fund,Firm E,North,Manager 2,05-02-2024,33161.72178,109728.1897,0.37558359,670,147
198,CUST8874,ACC57597,Credit,Transfer,Credit Card,Firm A,West,Manager 3,25-04-2024,101179.1686,57361.74978,0.418398063,493,68
73,CUST5428,ACC39161,Loan,Withdrawal,Credit Card,Firm E,East,Manager 3,16-02-2023,105366.8714,90074.8458,0.552792719,797,45
190,CUST8461,ACC24880,Loan,Payment,Home Loan,Firm E,South,Manager 4,26-10-2023,65095.05214,46867.95652,0.298001555,743,201
114,CUST9535,ACC16241,Credit,Deposit,Savings Account,Firm C,West,Manager 1,17-02-2024,13090.58613,68625.5131,0.489337464,555,62
57,CUST5894,ACC54589,Credit,Transfer,Credit Card,Firm D,South,Manager 3,06-04-2024,74904.17924,44941.99729,0.423801403,410,99
8,CUST1121,ACC26973,Savings,Payment,Mutual Fund,Firm E,East,Manager 2,26-05-2023,56559.45323,98768.53459,0.564741626,541,39
177,CUST5609,ACC78089,Loan,Withdrawal,Mutual Fund,Firm E,Central,Manager 1,05-02-2024,36120.47977,93329.94206,0.702837095,333,40
118,CUST1888,ACC42467,Credit,Withdrawal,Personal Loan,Firm E,South,Manager 1,06-11-2023,1576.024216,79025.03921,0.65276496,735,81
177,CUST8461,ACC78178,Current,Transfer,Savings Account,Firm D,South,Manager 1,21-06-2024,63150.82009,6930.236041,0.462565766,757,178
62,CUST4438,ACC77592,Savings,Withdrawal,Home Loan,Firm C,East,Manager 3,03-05-2023,34440.79349,137966.5754,0.295772672,438,61
45,CUST6351,ACC28292,Current,Payment,Savings Account,Firm B,West,Manager 3,09-04-2023,55040.27331,75841.14177,0.630396102,523,86
7,CUST7173,ACC41829,Credit,Withdrawal,Savings Account,Firm B,East,Manager 4,22-08-2023,49392.87483,85203.93957,0.491900478,461,170
80,CUST2457,ACC94203,Loan,Payment,Savings Account,Firm C,South,Manager 1,08-06-2024,54113.92081,102545.6618,0.385435961,536,158
199,CUST6937,ACC39529,Current,Payment,Home Loan,Firm B,North,Manager 3,21-05-2023,63483.34119,48514.08355,0.682768947,668,23
39,CUST9079,ACC25132,Current,Payment,Mutual Fund,Firm A,Central,Manager 2,28-09-2023,109032.1354,104972.2012,0.368389685,308,210
103,CUST5428,ACC28295,Loan,Withdrawal,Savings Account,Firm C,Central,Manager 4,22-10-2023,38772.10854,25394.53582,0.537254319,358,123
11,CUST1768,ACC31902,Current,Transfer,Credit Card,Firm B,East,Manager 1,06-03-2023,30292.12394,83121.69241,0.785078026,572,229
99,CUST4584,ACC11285,Credit,Payment,Mutual Fund,Firm D,West,Manager 1,30-03-2024,88130.72313,-17751.21681,0.812134968,724,30
114,CUST6549,ACC55729,Credit,Deposit,Home Loan,Firm C,West,Manager 1,06-03-2023,18458.28266,89014.50834,0.251621701,471,124
62,CUST7028,ACC30146,Current,Withdrawal,Savings Account,Firm C,East,Manager 4,23-10-2023,49172.54085,28356.73787,0.380336179,676,116
60,CUST2699,ACC75675,Loan,Withdrawal,Savings Account,Firm C,Central,Manager 3,04-02-2023,56650.25383,11883.74603,0.700875104,341,126
87,CUST9248,ACC28295,Current,Transfer,Mutual Fund,Firm E,South,Manager 3,04-10-2023,33348.95049,62466.56337,0.371738617,809,76
68,CUST5351,ACC54589,Current,Transfer,Mutual Fund,Firm A,West,Manager 3,06-06-2023,64895.67797,73029.64139,0.755008949,653,122
17,CUST8390,ACC97411,Current,Transfer,Credit Card,Firm A,Central,Manager 3,11-09-2023,108372.6035,103617.8028,1.049439449,363,15
105,CUST5610,ACC65545,Loan,Withdrawal,Personal Loan,Firm C,North,Manager 4,15-05-2024,70019.62572,82132.48491,0.250997068,530,168
183,CUST6330,ACC15925,Current,Withdrawal,Mutual Fund,Firm C,West,Manager 4,16-08-2023,50288.59729,115547.2248,0.744799144,734,160
18,CUST9843,ACC95774,Current,Deposit,Home Loan,Firm D,North,Manager 4,01-04-2024,34159.06495,49289.36157,0.549073779,669,92
53,CUST4402,ACC83581,Savings,Deposit,Credit Card,Firm B,West,Manager 4,20-10-2023,61890.75255,50162.4268,0.551151425,812,57
36,CUST2578,ACC51971,Savings,Deposit,Personal Loan,Firm A,South,Manager 2,23-03-2024,18932.40459,42620.90446,0.512889836,690,116
48,CUST9248,ACC23736,Savings,Payment,Savings Account,Firm E,West,Manager 3,18-06-2023,79308.09628,57472.39515,0.50034257,732,208
36,CUST9843,ACC34119,Credit,Withdrawal,Personal Loan,Firm E,East,Manager 3,13-02-2024,49322.93479,102787.6537,0.703303568,514,100
26,CUST7395,ACC94242,Savings,Payment,Home Loan,Firm B,West,Manager 1,17-02-2023,39586.21987,24259.94083,0.525469691,755,71
157,CUST2871,ACC43771,Credit,Withdrawal,Mutual Fund,Firm D,East,Manager 4,11-05-2023,117259.1168,45725.22114,0.596076554,380,181
159,CUST6776,ACC26973,Current,Deposit,Credit Card,Firm E,North,Manager 3,18-08-2023,56479.68877,32916.19451,0.288895411,426,134
186,CUST2357,ACC29007,Loan,Deposit,Savings Account,Firm E,North,Manager 1,24-09-2023,82661.04964,42860.17919,0.294399381,606,49
60,CUST3449,ACC80442,Loan,Payment,Credit Card,Firm B,South,Manager 1,14-03-2024,55978.02572,152157.1984,0.336014948,622,64
109,CUST5105,ACC30852,Savings,Payment,Credit Card,Firm D,North,Manager 1,16-06-2024,52589.7141,11040.96982,0.78883902,729,174
182,CUST7255,ACC64785,Credit,Transfer,Personal Loan,Firm A,South,Manager 3,18-06-2023,52423.22831,116649.1135,0.334987616,359,121
154,CUST4769,ACC76549,Current,Deposit,Personal Loan,Firm B,South,Manager 4,03-05-2023,60440.3513,22629.09249,0.407124662,671,26
130,CUST8344,ACC60432,Current,Withdrawal,Home Loan,Firm D,Central,Manager 1,15-05-2024,44087.80826,101049.1672,0.862042547,725,236
7,CUST1913,ACC82381,Savings,Withdrawal,Credit Card,Firm A,West,Manager 3,30-12-2023,69812.77364,113432.4753,0.34136358,738,63
123,CUST3041,ACC50439,Loan,Deposit,Mutual Fund,Firm D,West,Manager 3,29-11-2023,24003.9062,99778.43703,0.627184736,841,134
9,CUST4003,ACC26940,Current,Transfer,Mutual Fund,Firm D,East,Manager 1,06-08-2023,55945.33937,59039.57115,0.655595343,692,235
118,CUST1569,ACC78581,Loan,Payment,Personal Loan,Firm C,Central,Manager 3,09-02-2024,34124.28154,42815.2239,0.251457473,594,149
166,CUST1189,ACC92360,Savings,Transfer,Personal Loan,Firm B,North,Manager 3,17-08-2023,45953.36982,44277.0464,0.308013442,829,188
67,CUST4584,ACC45951,Savings,Withdrawal,Mutual Fund,Firm E,South,Manager 3,21-01-2023,49624.30409,62885.59582,0.479026935,685,51
72,CUST7002,ACC10117,Savings,Deposit,Mutual Fund,Firm B,North,Manager 2,22-06-2024,60877.05837,89254.1245,0.495491287,586,93
113,CUST3069,ACC26026,Credit,Transfer,Home Loan,Firm A,North,Manager 4,18-11-2023,47873.95852,87450.50706,0.476571875,389,192
52,CUST4241,ACC77773,Savings,Transfer,Home Loan,Firm B,Central,Manager 2,17-02-2024,60770.25597,44239.59138,0.563166747,341,27
95,CUST7933,ACC15925,Savings,Payment,Savings Account,Firm D,Central,Manager 4,30-04-2023,42248.32402,84455.71007,0.424765371,617,113
132,CUST5920,ACC91723,Credit,Deposit,Personal Loan,Firm E,East,Manager 4,31-10-2023,66231.09891,86333.09903,0.169125831,326,218
42,CUST7395,ACC75675,Savings,Transfer,Credit Card,Firm D,West,Manager 2,08-09-2023,39854.23201,88614.59685,0.364896962,628,217
92,CUST5320,ACC29231,Loan,Transfer,Savings Account,Firm E,South,Manager 1,03-10-2023,75052.7103,93762.25601,0.483214769,609,178
165,CUST2464,ACC19178,Savings,Withdrawal,Savings Account,Firm E,North,Manager 1,29-05-2023,85599.10458,72045.24879,0.596634182,632,86
6,CUST9439,ACC71388,Savings,Withdrawal,Home Loan,Firm C,East,Manager 4,09-04-2023,53861.13752,118925.1332,0.764719499,593,24
143,CUST6549,ACC35419,Current,Transfer,Credit Card,Firm E,West,Manager 3,12-03-2024,12486.61233,57279.65624,0.566752522,488,223
45,CUST7493,ACC12182,Current,Payment,Home Loan,Firm E,Central,Manager 3,26-02-2023,70196.43259,58853.72811,0.524334461,394,195
51,CUST8772,ACC95774,Loan,Transfer,Mutual Fund,Firm E,South,Manager 3,15-05-2023,47584.24969,129707.5074,0.262379336,441,93
103,CUST5574,ACC36079,Current,Payment,Home Loan,Firm B,North,Manager 1,05-05-2023,80393.79315,35164.66648,0.002559855,596,144
7,CUST8874,ACC77773,Savings,Withdrawal,Personal Loan,Firm A,East,Manager 4,15-01-2023,33299.60954,15920.50253,0.641251539,791,46
50,CUST6038,ACC94203,Savings,Transfer,Home Loan,Firm C,North,Manager 4,16-04-2024,-1900.497012,63877.26949,0.640450183,438,67
60,CUST3015,ACC49774,Savings,Transfer,Personal Loan,Firm D,South,Manager 2,04-05-2023,86334.65201,142020.9403,0.689852512,350,160
9,CUST2109,ACC77592,Savings,Payment,Mutual Fund,Firm C,Central,Manager 1,22-03-2024,134330.679,-14999.18083,0.536947528,416,85
57,CUST5894,ACC88252,Loan,Payment,Home Loan,Firm E,West,Manager 2,01-07-2023,41119.38383,34183.48534,-0.038626278,821,77
139,CUST7345,ACC39482,Credit,Deposit,Mutual Fund,Firm E,North,Manager 4,18-11-2023,19111.34191,110538.099,0.476810834,535,70
122,CUST3762,ACC29477,Current,Payment,Mutual Fund,Firm C,South,Manager 2,26-05-2023,74046.50012,103581.8224,0.337551524,419,27
103,CUST4438,ACC72197,Loan,Transfer,Mutual Fund,Firm C,South,Manager 4,07-03-2023,66852.6081,114003.1853,0.811201667,765,87
170,CUST9683,ACC92104,Credit,Withdrawal,Savings Account,Firm D,Central,Manager 1,29-11-2023,57916.44823,41405.57799,0.335246514,653,25
57,CUST9439,ACC58667,Credit,Withdrawal,Home Loan,Firm B,North,Manager 3,13-09-2023,28531.6196,69271.33174,0.645044546,513,63
72,CUST1042,ACC91220,Credit,Transfer,Savings Account,Firm D,Central,Manager 2,21-05-2023,43721.07041,130027.9004,0.667881335,755,195
4,CUST5920,ACC39500,Savings,Withdrawal,Mutual Fund,Firm E,West,Manager 2,23-02-2023,41862.65572,105875.7243,0.798609987,658,87
160,CUST3306,ACC57597,Credit,Transfer,Mutual Fund,Firm A,Central,Manager 3,20-10-2023,32348.97184,121936.6275,0.426873105,469,220
11,CUST1887,ACC26940,Loan,Withdrawal,Home Loan,Firm B,Central,Manager 2,24-11-2023,107944.0379,133115.9039,0.316102336,569,133
8,CUST4684,ACC23736,Current,Withdrawal,Savings Account,Firm C,Central,Manager 4,06-10-2023,93934.32573,113590.7699,0.778630751,841,74
95,CUST2699,ACC94242,Credit,Withdrawal,Savings Account,Firm B,East,Manager 4,26-02-2023,34771.92378,118049.0461,0.22389414,778,125
166,CUST3315,ACC57516,Loan,Transfer,Savings Account,Firm A,South,Manager 3,22-10-2023,77753.77381,19620.06165,0.328938834,409,105
112,CUST9731,ACC42903,Savings,Payment,Credit Card,Firm D,East,Manager 4,05-07-2023,68261.0276,53889.29356,0.200806213,517,35
6,CUST3006,ACC26026,Credit,Withdrawal,Mutual Fund,Firm D,North,Manager 3,21-03-2024,25874.3663,68443.94386,0.376217741,557,58
48,CUST3778,ACC30146,Loan,Deposit,Credit Card,Firm A,North,Manager 4,22-05-2024,99685.5931,17864.33912,0.653380388,582,68
176,CUST3306,ACC25132,Savings,Payment,Home Loan,Firm D,West,Manager 4,10-12-2023,43681.43805,123960.8311,0.5950988,508,51
106,CUST1913,ACC15228,Current,Payment,Mutual Fund,Firm E,Central,Manager 3,04-10-2023,9575.116541,72833.50842,0.126484608,713,229
82,CUST7493,ACC45907,Loan,Withdrawal,Home Loan,Firm E,Central,Manager 3,21-05-2023,52715.47938,109167.0406,0.446496756,712,110
135,CUST1555,ACC39500,Current,Transfer,Home Loan,Firm B,Central,Manager 3,17-02-2024,3313.664231,73531.44509,0.224459713,754,239
77,CUST8765,ACC94203,Loan,Deposit,Mutual Fund,Firm B,East,Manager 3,23-03-2024,60856.19724,132202.0742,0.760624585,674,122
117,CUST5894,ACC83269,Savings,Payment,Savings Account,Firm D,South,Manager 2,01-06-2023,96043.8461,69039.50405,0.316724566,437,161
162,CUST2427,ACC76597,Loan,Transfer,Savings Account,Firm C,South,Manager 2,02-01-2023,25750.52111,129553.8898,0.29657814,420,111
26,CUST3153,ACC29396,Loan,Payment,Personal Loan,Firm D,East,Manager 1,29-11-2023,49880.46033,20753.14944,0.421817456,414,189
74,CUST8529,ACC39482,Savings,Transfer,Savings Account,Firm E,East,Manager 2,14-03-2024,74191.00473,46169.09519,-0.137426668,421,14
84,CUST8529,ACC47099,Current,Payment,Credit Card,Firm A,East,Manager 1,02-03-2024,38383.3851,77076.63782,0.072960474,344,77
189,CUST4855,ACC42903,Current,Withdrawal,Mutual Fund,Firm C,South,Manager 3,21-01-2023,67068.54325,34474.83267,0.404981207,503,90
117,CUST6082,ACC83269,Current,Withdrawal,Home Loan,Firm E,South,Manager 1,21-04-2024,8638.169084,74365.29079,0.458668642,421,183
70,CUST8318,ACC19178,Loan,Payment,Mutual Fund,Firm A,North,Manager 4,05-05-2023,27498.53661,101689.3164,0.011443308,330,103
170,CUST9038,ACC12182,Current,Deposit,Personal Loan,Firm A,North,Manager 1,26-10-2023,40171.16356,79510.03936,0.131541657,427,177
167,CUST9843,ACC21264,Current,Transfer,Home Loan,Firm C,East,Manager 2,20-06-2023,149404.3302,71076.7765,0.371491156,769,61
75,CUST9066,ACC46655,Current,Transfer,Home Loan,Firm B,East,Manager 1,20-06-2023,99548.80757,17704.31959,0.709739493,713,223
138,CUST5894,ACC95164,Loan,Deposit,Savings Account,Firm E,Central,Manager 2,19-07-2023,36165.04064,123420.5588,0.592412716,505,46
133,CUST7994,ACC74656,Current,Transfer,Personal Loan,Firm C,Central,Manager 1,08-06-2024,30447.65406,67023.09591,0.093427212,502,74
31,CUST5253,ACC76597,Current,Payment,Home Loan,Firm D,Central,Manager 2,29-11-2023,69715.61058,99776.20392,0.222306063,848,81
138,CUST5545,ACC16664,Loan,Withdrawal,Mutual Fund,Firm B,North,Manager 3,19-11-2023,38772.79958,71863.43156,0.679091287,714,103
55,CUST1121,ACC22255,Savings,Transfer,Personal Loan,Firm E,East,Manager 1,18-10-2023,47619.53358,103275.5724,0.30006158,342,70
190,CUST6526,ACC82381,Savings,Payment,Mutual Fund,Firm D,East,Manager 4,22-10-2023,22985.73697,56232.65355,0.437938917,772,156
80,CUST2871,ACC49422,Current,Transfer,Home Loan,Firm E,Central,Manager 2,31-10-2023,77458.12456,33544.57858,0.640516414,333,142
127,CUST5385,ACC31902,Savings,Transfer,Personal Loan,Firm C,East,Manager 1,24-05-2024,80472.02907,18125.70501,0.526911612,457,139
94,CUST7395,ACC50817,Loan,Deposit,Credit Card,Firm A,South,Manager 3,25-07-2023,47554.95389,112919.2707,0.431104557,673,145
176,CUST1569,ACC99549,Credit,Transfer,Personal Loan,Firm E,East,Manager 1,06-07-2023,57187.42218,45475.86602,0.542908137,699,140
92,CUST5320,ACC51593,Savings,Withdrawal,Savings Account,Firm C,South,Manager 2,08-05-2023,80087.77587,80344.11545,0.732625155,755,165
56,CUST7345,ACC28292,Current,Transfer,Credit Card,Firm C,Central,Manager 2,17-06-2023,66721.18509,82005.75143,0.168218712,385,182
32,CUST1776,ACC82926,Credit,Withdrawal,Home Loan,Firm E,North,Manager 4,23-04-2023,126273.9024,73753.15743,0.342842836,606,141
185,CUST4003,ACC21429,Credit,Transfer,Home Loan,Firm C,West,Manager 3,06-06-2023,59403.68961,71117.70457,0.185657274,499,40
22,CUST5558,ACC39529,Savings,Withdrawal,Mutual Fund,Firm A,Central,Manager 4,17-11-2023,86633.17068,73155.41889,0.380924312,388,117
188,CUST8390,ACC82947,Current,Payment,Credit Card,Firm E,South,Manager 1,04-08-2023,34263.16636,79601.70988,0.396555676,819,218
144,CUST6210,ACC55729,Current,Transfer,Mutual Fund,Firm C,East,Manager 4,07-03-2023,102553.5515,47890.27517,0.446128355,603,101
129,CUST5351,ACC21264,Loan,Transfer,Credit Card,Firm D,East,Manager 1,11-08-2023,28595.32589,47767.70737,0.033332297,821,31
70,CUST5105,ACC32890,Credit,Withdrawal,Personal Loan,Firm C,West,Manager 1,17-07-2023,13039.28095,109626.4249,0.373058661,633,236
80,CUST8091,ACC94242,Loan,Deposit,Savings Account,Firm A,East,Manager 3,30-12-2023,39848.74707,85239.2245,0.125695461,322,44
27,CUST7345,ACC54589,Current,Withdrawal,Mutual Fund,Firm D,South,Manager 4,09-02-2024,91607.19087,59282.55128,0.623878096,467,192
171,CUST6351,ACC94907,Current,Payment,Home Loan,Firm C,East,Manager 4,01-03-2024,34686.3484,104243.6674,0.338806703,553,61
160,CUST6937,ACC49180,Current,Withdrawal,Mutual Fund,Firm D,North,Manager 4,25-04-2024,45125.41171,83440.42959,0.449853824,406,32
177,CUST3069,ACC25132,Current,Payment,Mutual Fund,Firm C,West,Manager 4,16-08-2023,51891.60996,39204.78178,0.318814463,710,178
23,CUST5174,ACC49422,Savings,Payment,Personal Loan,Firm C,West,Manager 2,12-01-2024,17704.98299,91872.82699,0.623346908,349,111
156,CUST1121,ACC83848,Credit,Transfer,Personal Loan,Firm C,North,Manager 4,02-03-2024,13783.95425,83103.73632,0.439771628,662,66
78,CUST8529,ACC94242,Savings,Deposit,Mutual Fund,Firm D,North,Manager 3,17-08-2023,13926.85846,116140.9859,0.379391191,824,132
112,CUST2716,ACC92558,Current,Deposit,Home Loan,Firm E,Central,Manager 2,06-04-2024,82635.22581,50852.05223,0.450257428,581,200
96,CUST5500,ACC22799,Savings,Withdrawal,Credit Card,Firm D,North,Manager 4,19-11-2023,29842.73591,134565.7331,1.030574268,703,182
103,CUST7887,ACC49422,Savings,Payment,Mutual Fund,Firm B,North,Manager 1,02-01-2023,26053.32965,-8103.107327,0.2027065,609,31
149,CUST1121,ACC37688,Loan,Deposit,Savings Account,Firm B,North,Manager 1,20-01-2024,62238.03208,113508.665,0.429920151,500,79
49,CUST1913,ACC36079,Credit,Withdrawal,Home Loan,Firm C,Central,Manager 1,13-01-2023,53949.79833,97257.05426,0.765900523,492,168
94,CUST7493,ACC70741,Loan,Transfer,Home Loan,Firm E,West,Manager 1,03-05-2023,79045.52051,96012.56231,0.194295542,800,136
56,CUST7459,ACC55729,Credit,Payment,Credit Card,Firm D,East,Manager 1,06-10-2023,67575.08507,60162.22571,0.327989053,378,194
169,CUST6029,ACC90887,Savings,Transfer,Home Loan,Firm B,South,Manager 3,24-09-2023,46284.87256,15971.19292,0.536116759,457,119
180,CUST2464,ACC92360,Loan,Transfer,Mutual Fund,Firm D,West,Manager 2,26-05-2023,46209.24622,61040.78179,0.380413293,518,235
195,CUST3109,ACC74631,Loan,Transfer,Home Loan,Firm D,East,Manager 4,29-01-2024,61671.24706,8774.829413,0.09051408,590,79
193,CUST8772,ACC23985,Credit,Deposit,Home Loan,Firm D,East,Manager 1,02-03-2024,53261.23552,88683.23287,0.710467686,551,127
119,CUST4360,ACC73104,Current,Withdrawal,Savings Account,Firm B,South,Manager 2,28-09-2023,26089.56623,59254.82522,0.552929485,845,51
44,CUST9666,ACC83269,Credit,Withdrawal,Savings Account,Firm A,West,Manager 3,08-05-2023,65853.5192,63959.89553,0.365836401,622,134
100,CUST3153,ACC39500,Current,Transfer,Mutual Fund,Firm E,South,Manager 4,11-09-2023,65297.61838,32232.33715,0.56463612,690,205
58,CUST5912,ACC69323,Savings,Withdrawal,Mutual Fund,Firm D,South,Manager 2,30-01-2023,78485.46675,115602.497,0.417511936,342,204
88,CUST2427,ACC42710,Credit,Transfer,Savings Account,Firm B,Central,Manager 2,05-02-2024,66882.8887,57544.30509,0.204004729,427,170
42,CUST8416,ACC88449,Savings,Transfer,Personal Loan,Firm B,North,Manager 1,12-02-2023,30528.66328,114106.4424,0.577808851,792,94
90,CUST4438,ACC74631,Loan,Transfer,Personal Loan,Firm D,West,Manager 4,11-08-2023,128558.9707,36149.54347,0.584903151,473,164
171,CUST5545,ACC24880,Savings,Deposit,Mutual Fund,Firm A,North,Manager 2,28-03-2024,44410.00366,-5199.930807,0.591813094,495,156
85,CUST9216,ACC49140,Credit,Payment,Savings Account,Firm C,East,Manager 2,21-10-2023,42863.89463,62928.43459,0.573228284,506,157
95,CUST1497,ACC99409,Credit,Transfer,Mutual Fund,Firm D,East,Manager 3,01-06-2023,63021.36122,32709.23813,0.716030547,310,218
47,CUST1749,ACC95164,Current,Withdrawal,Personal Loan,Firm A,North,Manager 1,20-10-2023,51893.68271,124806.8968,0.477213633,793,139
106,CUST4346,ACC57700,Credit,Withdrawal,Savings Account,Firm C,South,Manager 3,18-06-2023,85800.4947,114937.0427,0.342701996,723,87
105,CUST3015,ACC32627,Credit,Withdrawal,Credit Card,Firm E,West,Manager 2,18-02-2024,14079.44898,40993.18565,0.371733824,572,99
17,CUST1569,ACC11837,Savings,Withdrawal,Home Loan,Firm E,West,Manager 1,21-02-2023,33346.20444,92494.20602,0.689402242,454,40
155,CUST5500,ACC51009,Credit,Deposit,Savings Account,Firm A,South,Manager 4,19-10-2023,32232.96758,22103.6682,0.082279374,563,110
176,CUST2716,ACC39544,Savings,Deposit,Mutual Fund,Firm C,Central,Manager 3,17-08-2023,54486.54542,123847.4967,0.325388395,615,135
137,CUST2612,ACC42903,Savings,Withdrawal,Mutual Fund,Firm D,Central,Manager 2,15-01-2023,56022.47898,81200.08067,0.288142152,781,102
110,CUST6565,ACC49422,Loan,Transfer,Home Loan,Firm E,East,Manager 3,26-05-2023,27869.71311,82533.3416,0.336447207,618,8
41,CUST4763,ACC88286,Loan,Deposit,Personal Loan,Firm B,Central,Manager 1,04-02-2024,-5498.094108,126919.5589,0.473967124,716,128
141,CUST6735,ACC97225,Savings,Withdrawal,Home Loan,Firm C,West,Manager 2,10-03-2023,12314.21837,91750.48242,0.554532178,722,217
32,CUST9079,ACC42710,Current,Deposit,Personal Loan,Firm E,West,Manager 3,19-09-2023,17149.56763,80719.42298,0.469295797,625,237
108,CUST3187,ACC82381,Loan,Deposit,Mutual Fund,Firm C,East,Manager 2,01-03-2024,62278.22963,116845.2051,0.782925563,769,215
113,CUST9731,ACC34568,Savings,Transfer,Mutual Fund,Firm E,Central,Manager 1,28-09-2023,-7536.141488,112220.4932,0.454881092,635,144
22,CUST8028,ACC32627,Loan,Deposit,Personal Loan,Firm C,South,Manager 2,23-03-2024,-24201.0219,113012.9681,0.708109828,679,147
121,CUST2626,ACC15925,Loan,Transfer,Mutual Fund,Firm E,West,Manager 4,13-09-2023,70771.26453,75377.87947,0.437243034,548,45
75,CUST5574,ACC64785,Loan,Deposit,Home Loan,Firm B,South,Manager 3,21-12-2023,109616.2414,50029.63819,0.205163274,573,20
12,CUST5320,ACC99549,Credit,Deposit,Savings Account,Firm D,North,Manager 1,20-06-2023,35111.63243,63729.38236,0.625888659,485,159
98,CUST9564,ACC21878,Credit,Deposit,Mutual Fund,Firm D,Central,Manager 3,22-08-2023,60398.54546,82880.3162,0.437976169,762,181
193,CUST9683,ACC34821,Credit,Withdrawal,Personal Loan,Firm E,North,Manager 3,17-02-2024,9728.587159,78983.35906,0.449329889,465,154
49,CUST8155,ACC11062,Savings,Withdrawal,Mutual Fund,Firm A,West,Manager 1,04-02-2024,75764.39418,81908.52183,0.688226437,661,25
19,CUST1189,ACC72197,Savings,Payment,Home Loan,Firm D,East,Manager 2,10-08-2023,96360.15829,34160.09806,0.280014301,767,199
190,CUST4769,ACC15925,Savings,Transfer,Credit Card,Firm A,West,Manager 2,10-03-2023,66974.96829,49648.46257,0.390147635,524,13
2,CUST4461,ACC49395,Loan,Transfer,Credit Card,Firm C,East,Manager 1,23-04-2023,26659.74021,69607.20161,0.656150529,743,32
